"id","book_title","book_author","book_publisher","book_publishDate","book_description","book_totalPages","book_category","book_thumbnail","book_image","book_language","book_preview","book_info","book_subtitle","book_averageRating","book_ratingCount"
"KGIbfiiP1i4C","Natural Language Processing with Python","Steven Bird, Ewan Klein, Edward Loper","O'Reilly Media, Inc.","6/12/09","This book offers a highly accessible introduction to natural language processing, the field that supports a variety of language technologies, from predictive text and email filtering to automatic summarization and translation. With it, you'll learn how to write Python programs that work with large collections of unstructured text. You'll access richly annotated datasets using a comprehensive range of linguistic data structures, and you'll understand the main algorithms for analyzing the content and structure of written communication. Packed with examples and exercises, Natural Language Processing with Python will help you: Extract information from unstructured text, either to guess the topic or identify ""named entities"" Analyze linguistic structure in text, including parsing and semantic analysis Access popular linguistic databases, including WordNet and treebanks Integrate techniques drawn from fields as diverse as linguistics and artificial intelligence This book will help you gain practical skills in natural language processing using the Python programming language and the Natural Language Toolkit (NLTK) open source library. If you're interested in developing web applications, analyzing multilingual news sources, or documenting endangered languages -- or if you're simply curious to have a programmer's perspective on how human language works -- you'll find Natural Language Processing with Python both fascinating and immensely useful.",504,"Computers","http://books.google.com/books/content?id=KGIbfiiP1i4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=KGIbfiiP1i4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=KGIbfiiP1i4C&printsec=frontcover&dq=search+terms&hl=&cd=470&source=gbs_api","https://play.google.com/store/books/details?id=KGIbfiiP1i4C&source=gbs_api","Analyzing Text with the Natural Language Toolkit",4.5,4
"2yJusP0vrdgC","Merriam-Webster's Dictionary of English Usage","","Merriam Webster","1994-01","""A critically acclaimed guide to English usage. Includes more than 2,300 entries presenting the history, analysis, and recommendations regarding noted usage controversies. Entries are illustrated with more than 20,000 quotations from prominent writers.""\\",989,"Reference","http://books.google.com/books/content?id=2yJusP0vrdgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=2yJusP0vrdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=2yJusP0vrdgC&dq=search+terms&hl=&cd=471&source=gbs_api","http://books.google.com/books?id=2yJusP0vrdgC&dq=search+terms&hl=&source=gbs_api","",4,22
"#NAME?","LIFE","","","5/29/50","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",100,"","http://books.google.com/books/content?id=-koEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=-koEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=-koEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=472&source=gbs_api","http://books.google.com/books?id=-koEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"6Rpr4kuBGbgC","Boating","","","1966-07","",630,"","http://books.google.com/books/content?id=6Rpr4kuBGbgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=6Rpr4kuBGbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=6Rpr4kuBGbgC&printsec=frontcover&dq=search+terms&hl=&cd=473&source=gbs_api","http://books.google.com/books?id=6Rpr4kuBGbgC&dq=search+terms&hl=&source=gbs_api","",NA,0
"Qu5JswEACAAJ","The John Wayne Word Search Book – The Westerns Large Print Edition","Editors of the Official John Wayne Magazine","Media Lab Books","9/18/18","Building off of the success of The John Wayne Ultimate Puzzle Book, this new title is devoted to word search puzzles, one of the most popular puzzle categories. Each puzzle focuses on one of Duke’s popular western movies, with hidden words detailing actors, characters, plot points, directors and awards. John Wayne enthusiasts – and western movie lovers in general – will find hours of fun to be had in this book. The book also includes hundreds of exclusive photos from Duke’s films, both infront of the camera as well as behind the scenes, plus quotes, Duke trivia, and much more.",0,"Games & Activities","http://books.google.com/books/content?id=Qu5JswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=Qu5JswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=Qu5JswEACAAJ&dq=search+terms&hl=&cd=474&source=gbs_api","http://books.google.com/books?id=Qu5JswEACAAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"RU_4yQEACAAJ","The Everything Jumbo Book of Large-Print Word Searches","Charles Timmerman","Everything","11/13/18","Enjoy 160 large-print word search puzzles in this new jumbo edition of the bestselling word search series! The Everything® Jumbo Book of Large-Print Word Searches is the biggest collection of large-print word search puzzles yet! Each oversized puzzle is spread out over two easy-to-read pages—perfect for puzzlers weary of that notorious small type and tight spacing in many word search books. Packed with 160 puzzles in an easy-on-the-eyes format, this collection features puzzles with a variety of themes, including sports, popular culture, books, TV characters, animals, vacation destinations—and more! The Everything® Jumbo Book of Large-Print Word Searches is everything a puzzler could want!",0,"Games & Activities","http://books.google.com/books/content?id=RU_4yQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=RU_4yQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=RU_4yQEACAAJ&dq=search+terms&hl=&cd=475&source=gbs_api","http://books.google.com/books?id=RU_4yQEACAAJ&dq=search+terms&hl=&source=gbs_api","160 Easy-to-Challenging Puzzles in Large Print",NA,0
"XshPAgAACAAJ","Flowers for Algernon","Daniel Keyes","","1988","Mentally retarded Charlie Gordon participates in an experiment which turns him into a genius but only temporarily.",0,"Audiobooks","","","en","http://books.google.com/books?id=XshPAgAACAAJ&dq=search+terms&hl=&cd=476&source=gbs_api","http://books.google.com/books?id=XshPAgAACAAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"eV8EAAAAMBAJ","Los Angeles Magazine","","","2001-04","Los Angeles magazine is a regional magazine of national stature. Our combination of award-winning feature writing, investigative reporting, service journalism, and design covers the people, lifestyle, culture, entertainment, fashion, art and architecture, and news that define Southern California. Started in the spring of 1961, Los Angeles magazine has been addressing the needs and interests of our region for 48 years. The magazine continues to be the definitive resource for an affluent population that is intensely interested in a lifestyle that is uniquely Southern Californian.",184,"","http://books.google.com/books/content?id=eV8EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=eV8EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=eV8EAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=477&source=gbs_api","http://books.google.com/books?id=eV8EAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"4DEEAAAAMBAJ","The Rotarian","","","1998-04","Established in 1911, The Rotarian is the official magazine of Rotary International and is circulated worldwide. Each issue contains feature articles, columns, and departments about, or of interest to, Rotarians. Seventeen Nobel Prize winners and 19 Pulitzer Prize winners – from Mahatma Ghandi to Kurt Vonnegut Jr. – have written for the magazine.",64,"","http://books.google.com/books/content?id=4DEEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=4DEEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=4DEEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=478&source=gbs_api","http://books.google.com/books?id=4DEEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"rXsTCgAAQBAJ","Keywords for American Cultural Studies","Bruce Burgett, Glenn Hendler","NYU Press","2007-10","A collection of sixty-four essays in which scholars from various fields examine terms and concepts used in cultural and American studies.",296,"Literary Criticism","http://books.google.com/books/content?id=rXsTCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=rXsTCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=rXsTCgAAQBAJ&pg=PP1&dq=search+terms&hl=&cd=479&source=gbs_api","http://books.google.com/books?id=rXsTCgAAQBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"N0EEAAAAMBAJ","LIFE","","","11/23/36","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",96,"","http://books.google.com/books/content?id=N0EEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=N0EEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=N0EEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=480&source=gbs_api","http://books.google.com/books?id=N0EEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",4,4
"N0EEAAAAMBAJ","LIFE","","","11/23/36","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",96,"","http://books.google.com/books/content?id=N0EEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=N0EEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=N0EEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=481&source=gbs_api","http://books.google.com/books?id=N0EEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",4,4
"vNr-jgEACAAJ","High Performance MySQL","Baron Schwartz","","2012","How can you bring out MySQL's full power? With High Performance MySQL, you'll learn advanced techniques for everything from designing schemas, indexes, and queries to tuning your MySQL server, operating system, and hardware to their fullest potential. This guide also teaches you safe and practical ways to scale applications through replication, load balancing, high availability, and failover. Updated to reflect recent advances in MySQL and InnoDB performance, features, and tools, this third edition not only offers specific examples of how MySQL works, it also teaches you why this system works a.",793,"Database management","","","en","http://books.google.com/books?id=vNr-jgEACAAJ&dq=search+terms&hl=&cd=482&source=gbs_api","http://books.google.com/books?id=vNr-jgEACAAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"9zEEAAAAMBAJ","The Rotarian","","","1997-02","Established in 1911, The Rotarian is the official magazine of Rotary International and is circulated worldwide. Each issue contains feature articles, columns, and departments about, or of interest to, Rotarians. Seventeen Nobel Prize winners and 19 Pulitzer Prize winners – from Mahatma Ghandi to Kurt Vonnegut Jr. – have written for the magazine.",64,"","http://books.google.com/books/content?id=9zEEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=9zEEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=9zEEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=483&source=gbs_api","http://books.google.com/books?id=9zEEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
